id,game,PA,AB,run,hit,single,double,triple,HR,RBI,steal,CS,BB,SO,AVG,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
kobaya003hir,30,17,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0
kobaya003mas,103,134,116,11,20,15,5,0,0,4,0,1,9,18,0.1724137931034483,0.22388059701492538,0.21551724137931033,0.43939783839423574,25,3,1,8,0,1
kobe--001tak,92,176,162,12,32,23,5,0,4,17,1,0,9,51,0.19753086419753085,0.24,0.30246913580246915,0.5424691358024691,49,1,1,3,1,1
kobuch000tai,1063,2716,2436,296,605,407,92,24,82,302,80,35,207,545,0.24835796387520526,0.3112509252405625,0.40681444991789817,0.7180653751584607,991,71,29,30,14,4
kobuka000hir,485,1920,1670,242,442,360,50,19,13,118,79,27,171,272,0.26467065868263473,0.32723470987977,0.3407185628742515,0.6679532727540215,569,20,13,59,7,0
koch--001mat,7,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kochi-000tak,688,2503,2254,254,604,505,70,18,11,204,72,54,177,146,0.26796805678793256,0.31505204163330663,0.32963620230700974,0.6446882439403163,743,58,6,61,NA,NA
koda--000mas,36,44,36,3,6,6,0,0,0,1,1,0,6,12,0.16666666666666666,0.2727272727272727,0.16666666666666666,0.43939393939393934,6,3,0,2,0,1
koda--001mas,87,57,52,0,2,2,0,0,0,0,0,0,4,26,0.038461538461538464,0.10526315789473684,0.038461538461538464,0.1437246963562753,2,1,0,1,0,0
kodama000aki,1946,7468,6875,789,1963,1431,358,44,130,788,135,105,489,570,0.28552727272727274,0.3341860778241551,0.4071272727272727,0.7413133505514278,2799,229,30,33,41,NA
kodama000hir,647,1167,1084,78,221,168,30,7,16,79,12,11,57,204,0.20387453874538744,0.248068669527897,0.2887453874538745,0.5368140569817715,313,15,11,13,2,3
kodama000ryo,56,132,122,11,27,22,3,2,0,8,2,3,4,30,0.22131147540983606,0.2366412213740458,0.2786885245901639,0.5153297459642097,34,2,0,5,1,0
kodama000sac,12,8,8,0,1,0,1,0,0,0,0,0,0,2,0.125,0.125,0.25,0.375,2,0,0,0,NA,NA
kodama000tos,868,3274,2811,302,781,580,139,11,51,352,32,24,414,250,0.2778370686588403,0.37258509659613614,0.3895410885805763,0.7621261851767125,1095,77,20,16,NA,NA
kodama000yas,208,362,318,11,39,33,6,0,0,14,2,0,21,132,0.12264150943396226,0.16666666666666666,0.14150943396226415,0.3081761006289308,45,4,0,21,2,NA
kodama000yos,190,217,199,23,42,35,7,0,0,7,7,1,11,42,0.21105527638190955,0.2488479262672811,0.24623115577889448,0.49507908204617557,49,3,1,6,0,0
kodama001yos,137,51,43,3,6,5,1,0,0,0,0,0,2,19,0.13953488372093023,0.1568627450980392,0.16279069767441862,0.31965344277245783,7,0,0,6,0,0
koduru000mak,1021,4262,3778,577,1079,721,170,22,166,615,171,47,450,472,0.28560084700899946,0.36145146088595664,0.4740603493912123,0.8355118102771689,1791,108,5,11,NA,NA
koga--000mas,121,104,93,8,19,19,0,0,0,7,2,0,4,27,0.20430107526881722,0.23076923076923078,0.20430107526881722,0.43507030603804797,19,5,1,6,0,0
koga--000yud,174,360,325,26,65,58,6,0,1,15,0,0,16,41,0.2,0.23809523809523808,0.2276923076923077,0.4657875457875458,74,11,4,12,3,3
koga--000yut,126,353,297,15,61,42,16,0,3,24,1,0,32,70,0.2053872053872054,0.2727272727272727,0.2895622895622896,0.5622895622895623,86,9,3,20,1,3
koga--001hid,15,11,11,0,2,2,0,0,0,0,0,0,0,1,0.18181818181818182,0.18181818181818182,0.18181818181818182,0.36363636363636365,2,0,0,0,0,0
kogane000mit,51,45,44,1,5,5,0,0,0,0,0,0,0,12,0.11363636363636363,0.1111111111111111,0.11363636363636363,0.22474747474747475,5,1,0,1,0,0
kogure000eij,8,16,14,3,3,2,1,0,0,1,0,0,1,3,0.21428571428571427,0.25,0.2857142857142857,0.5357142857142857,4,1,0,1,NA,NA
kogure000rik,83,238,218,16,58,44,6,3,5,22,0,0,20,35,0.26605504587155965,0.3277310924369748,0.38990825688073394,0.7176393493177087,85,3,0,0,NA,NA
kohara000shi,46,12,10,0,1,1,0,0,0,1,0,0,0,8,0.1,0.08333333333333333,0.1,0.18333333333333335,1,0,0,2,0,0
kohda-001isa,191,200,164,9,23,22,1,0,0,11,0,0,16,65,0.1402439024390244,0.195,0.14634146341463414,0.3413414634146341,24,0,0,20,0,0
kohiya001mas,107,46,43,2,8,8,0,0,0,3,0,0,1,15,0.18604651162790697,0.1956521739130435,0.18604651162790697,0.38169868554095043,8,1,0,2,0,0
kohno-001hir,81,9,8,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0
kohno-001yuk,51,42,42,4,9,7,1,1,0,1,0,0,0,16,0.21428571428571427,0.21428571428571427,0.2857142857142857,0.5,12,1,0,0,0,0
koike-000ken,1536,5025,4431,487,1003,728,159,12,104,473,113,68,479,665,0.22635973820807945,0.3009805883530118,0.3380726698262243,0.6390532581792361,1498,73,22,65,28,24
koike-000sho,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
koike-001hid,15,22,18,1,3,3,0,0,0,1,0,0,0,11,0.16666666666666666,0.13636363636363635,0.16666666666666666,0.303030303030303,3,0,0,4,0,0
koike-001mas,810,1999,1708,216,415,274,82,4,55,189,6,9,123,397,0.2429742388758782,0.28722334004024147,0.39227166276346603,0.6794950028037074,670,37,33,124,11,5
koike-001tak,87,79,73,1,7,7,0,0,0,1,0,0,1,35,0.0958904109589041,0.10126582278481013,0.0958904109589041,0.19715623374371422,7,1,0,5,0,0
koizum000tsu,446,1013,934,85,230,163,36,6,25,116,5,4,63,146,0.2462526766595289,0.2996031746031746,0.37794432548179874,0.6775475000849733,353,19,9,2,5,2
kojima000hir,144,70,59,4,7,6,1,0,0,2,0,0,1,30,0.11864406779661017,0.11428571428571428,0.13559322033898305,0.24987893462469735,8,1,0,10,0,0
kojima000kat,255,744,658,77,171,116,26,18,11,101,17,8,77,73,0.25987841945288753,0.3391655450874832,0.40425531914893614,0.7434208642364193,266,10,4,4,NA,NA
kojima000shu,393,907,836,81,175,136,30,3,6,56,26,17,43,157,0.20933014354066987,0.24446902654867256,0.27392344497607657,0.5183924715247491,229,13,3,22,3,0
kojima000tei,27,21,21,2,4,4,0,0,0,0,0,1,0,2,0.19047619047619047,0.19047619047619047,0.19047619047619047,0.38095238095238093,4,0,0,0,NA,NA
kojima000tos,35,108,103,8,26,16,8,0,2,11,1,2,5,13,0.2524271844660194,0.28703703703703703,0.3883495145631068,0.6753865516001438,40,3,0,0,NA,NA
kojima001kei,5,7,6,2,1,1,0,0,0,0,0,0,0,2,0.16666666666666666,0.14285714285714285,0.16666666666666666,0.30952380952380953,1,0,0,1,0,0
kojima001shi,6,11,9,0,0,0,0,0,0,0,0,0,1,7,0,0.09090909090909091,0,0.09090909090909091,0,0,0,1,0,0
kojima001tat,49,24,21,1,1,1,0,0,0,1,0,0,1,11,0.047619047619047616,0.08333333333333333,0.047619047619047616,0.13095238095238093,1,0,0,2,0,0
kokets000hir,11,2,2,0,1,1,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1,1,0,0,0,0,0
kokubo001hir,2057,8368,7474,1091,2041,1223,381,24,413,1304,58,28,723,1516,0.2730800107037731,0.3434075857916917,0.4962536794219963,0.839661265213688,3709,161,88,20,63,32
kokubo001tet,712,1717,1502,130,386,293,68,6,19,155,7,4,133,250,0.2569906790945406,0.3181019332161687,0.34820239680426096,0.6663043300204297,523,33,24,48,10,7
komada000kei,199,304,275,17,60,56,2,1,1,24,1,0,19,47,0.21818181818181817,0.2631578947368421,0.24363636363636362,0.5067942583732057,67,7,1,9,NA,NA
komada001nor,2063,7598,6941,810,2006,1427,357,27,195,953,35,35,563,1113,0.28900734764443164,0.34273606144881474,0.4325025212505403,0.7752385826993551,3002,229,19,28,47,59
komae-000hir,29,72,67,4,13,11,2,0,0,1,0,1,4,15,0.19402985074626866,0.2361111111111111,0.22388059701492538,0.4599917081260365,15,1,0,1,NA,NA
komai-001tep,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
komaki001yui,34,51,45,2,12,9,2,0,1,6,1,2,4,10,0.26666666666666666,0.3333333333333333,0.37777777777777777,0.711111111111111,17,0,1,1,0,0
komata000hid,7,7,6,0,2,2,0,0,0,0,0,0,1,1,0.3333333333333333,0.42857142857142855,0.3333333333333333,0.7619047619047619,2,0,0,0,NA,NA
komats000hir,584,1790,1579,192,399,301,74,4,20,181,67,25,170,180,0.2526915769474351,0.3222908478382931,0.34262191260291325,0.6649127604412064,541,36,5,27,NA,NA
komats000ken,246,195,175,16,32,21,6,0,5,10,3,1,17,41,0.18285714285714286,0.25773195876288657,0.3028571428571429,0.5605891016200295,53,7,1,1,1,0
komats000tat,444,650,592,41,116,88,18,1,9,39,0,0,13,165,0.19594594594594594,0.2,0.27533783783783783,0.47533783783783784,163,11,1,44,0,0
komats000ter,21,21,17,1,5,5,0,0,0,2,0,1,2,6,0.29411764705882354,0.35,0.29411764705882354,0.6441176470588235,5,1,0,1,1,1
komats000tok,30,43,38,5,6,3,1,0,2,5,1,0,5,7,0.15789473684210525,0.2558139534883721,0.34210526315789475,0.5979192166462668,13,0,0,0,0,1
komats000tos,39,19,18,2,3,3,0,0,0,1,0,0,1,7,0.16666666666666666,0.21052631578947367,0.16666666666666666,0.3771929824561403,3,0,0,0,0,0
komats000yos,267,421,387,39,85,58,15,1,11,37,8,2,21,127,0.21963824289405684,0.26666666666666666,0.3488372093023256,0.6155038759689923,135,14,6,6,1,0
komats001sat,56,8,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
komats001tak,30,18,18,1,3,3,0,0,0,1,0,0,0,7,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,3,1,0,0,0,0
komaza001yuk,174,251,238,19,58,44,10,1,3,19,2,1,8,44,0.24369747899159663,0.28,0.3319327731092437,0.6119327731092437,79,5,4,0,1,0
komazu000hit,7,7,7,1,1,1,0,0,0,0,0,0,0,1,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,1,0,0,0,0,0
komiya001sat,53,110,100,3,8,7,1,0,0,7,0,0,0,47,0.08,0.07339449541284404,0.09,0.16339449541284404,9,3,0,9,1,0
komiya001shi,148,252,226,12,37,32,4,0,1,8,0,0,12,52,0.16371681415929204,0.20717131474103587,0.19469026548672566,0.40186158022776153,44,7,3,10,1,2
komori000kos,1060,3288,2994,312,691,491,124,27,49,240,76,67,216,442,0.23079492317969272,0.28017109685304004,0.3393453573814295,0.6195164542344695,1016,61,10,53,15,NA
komori000tet,173,391,335,38,71,61,8,2,0,16,12,12,23,45,0.21194029850746268,0.24552429667519182,0.24776119402985075,0.4932854907050426,83,2,2,31,0,0
komuka000shi,15,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
komura000yos,84,195,172,28,51,45,5,1,0,6,7,9,12,32,0.29651162790697677,0.3435897435897436,0.3372093023255814,0.680799045915325,58,0,4,7,0,1
komuro000mit,66,23,23,16,3,1,1,0,1,2,13,10,0,4,0.13043478260869565,0.13043478260869565,0.30434782608695654,0.4347826086956522,7,0,0,0,0,0
kon---000hir,45,46,42,3,9,9,0,0,0,0,2,0,3,12,0.21428571428571427,0.2608695652173913,0.21428571428571427,0.47515527950310554,9,0,0,1,0,0
konda-000shu,173,418,390,47,81,61,12,5,3,29,6,1,20,56,0.2076923076923077,0.2511961722488038,0.28717948717948716,0.5383756594282909,112,4,4,4,NA,NA
kondo-000aki,1619,5462,4862,473,1183,902,180,36,65,360,148,87,327,649,0.24331550802139038,0.27991178092262453,0.33525298231180584,0.6151647632344304,1630,93,13,239,21,12
kondo-000har,86,96,87,13,14,11,2,0,1,2,1,0,5,17,0.16091954022988506,0.19791666666666666,0.21839080459770116,0.41630747126436785,19,1,0,4,0,0
kondo-000kaz,1789,6936,6081,768,1736,1387,220,20,109,483,159,95,683,630,0.2854793619470482,0.35575529138880835,0.38200953790494985,0.7377648292937582,2323,88,35,99,38,52
kondo-000ken,1157,4603,3802,545,1165,805,265,17,78,533,44,24,718,684,0.3064176749079432,0.41732456140350876,0.4466070489216202,0.8639316103251289,1698,86,20,20,43,32
kondo-000kin,6,5,3,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0,0.2,0,0,0,1,0,0
kondo-000mas,60,102,87,10,24,18,6,0,0,8,3,2,14,8,0.27586206896551724,0.37254901960784315,0.3448275862068966,0.7173766058147397,30,0,0,1,NA,NA
kondo-000mit,11,8,7,0,2,2,0,0,0,0,0,0,0,4,0.2857142857142857,0.25,0.2857142857142857,0.5357142857142857,2,0,0,1,0,0
kondo-000sad,68,102,98,14,28,23,4,1,0,12,2,1,4,10,0.2857142857142857,0.3137254901960784,0.3469387755102041,0.6606642657062824,34,1,0,0,NA,NA
kondo-000shi,112,39,34,3,9,6,2,1,0,2,0,0,1,7,0.2647058823529412,0.2564102564102564,0.38235294117647056,0.638763197586727,13,1,0,4,0,0
kondo-000tak,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kondo-000tei,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
kondo-000yos,193,101,94,7,14,13,1,0,0,4,1,0,0,47,0.14893617021276595,0.13861386138613863,0.1595744680851064,0.298188329471245,15,2,0,7,0,0
kondo-001mit,199,103,94,4,7,7,0,0,0,1,0,0,1,29,0.07446808510638298,0.07766990291262135,0.07446808510638298,0.15213798801900433,7,1,0,8,0,0
kondo-001shi,47,71,62,4,11,9,2,0,0,4,0,0,2,19,0.1774193548387097,0.18309859154929578,0.20967741935483872,0.3927760109041345,13,2,0,7,0,0
kondo-002hir,40,86,76,10,14,8,3,0,3,5,0,0,6,23,0.18421052631578946,0.2441860465116279,0.34210526315789475,0.5862913096695226,26,1,1,3,0,0
kondo-002mit,18,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kondo-003hir,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kondoh001kaz,74,14,13,0,1,0,1,0,0,0,0,0,0,7,0.07692307692307693,0.07142857142857142,0.15384615384615385,0.22527472527472528,2,0,0,1,0,0
konish000hid,209,382,354,13,66,48,15,1,2,29,1,1,19,87,0.1864406779661017,0.23298429319371727,0.2514124293785311,0.48439672257224836,89,4,4,5,0,1
konno-000tak,16,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
kono--000aki,821,2552,2288,247,557,436,82,19,20,164,46,39,160,361,0.24344405594405594,0.28560219693997646,0.32211538461538464,0.607717581555361,737,37,11,90,NA,NA
kono--000hir,10,6,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA
kono--000jun,450,855,756,133,193,137,33,9,14,60,44,25,51,186,0.2552910052910053,0.2878965922444183,0.3783068783068783,0.6662034705512967,286,10,1,43,4,2
kono--000tak,1552,5798,5160,657,1384,1062,216,21,85,463,141,72,423,469,0.2682170542635659,0.3176694988728975,0.36763565891472866,0.6853051577876261,1897,122,25,159,31,12
kono--000yas,43,64,58,7,11,6,4,0,1,5,1,0,3,12,0.1896551724137931,0.25,0.3103448275862069,0.5603448275862069,18,2,2,1,0,0
kono--001aki,1491,5338,4783,579,1213,892,185,43,93,480,293,113,385,818,0.25360652310265525,0.30857681432610745,0.36859711478151785,0.6771739291076253,1763,88,39,98,33,NA
kono--002kaz,1430,4812,4195,546,1051,723,176,37,115,416,153,44,371,687,0.25053635280095354,0.31114357262103504,0.39237187127532774,0.7035154438963628,1646,90,69,157,20,31
konta-001tos,338,435,390,78,97,76,15,4,2,22,31,11,24,109,0.24871794871794872,0.2817551963048499,0.3230769230769231,0.604832119381773,126,1,1,18,2,1
korehi000yuk,120,135,120,7,26,20,5,1,0,7,1,0,10,18,0.21666666666666667,0.2835820895522388,0.275,0.5585820895522389,33,3,2,2,1,0
kori--000tak,78,167,151,9,25,18,5,0,2,10,3,2,11,44,0.16556291390728478,0.2275449101796407,0.23841059602649006,0.4659555062061308,36,1,2,3,0,0
kosai-001yus,165,341,316,28,66,44,14,1,7,32,2,1,17,80,0.2088607594936709,0.2522255192878338,0.3259493670886076,0.5781748863764414,103,5,2,2,4,0
kosaka000tos,47,35,24,4,3,3,0,0,0,3,0,0,6,9,0.125,0.2857142857142857,0.125,0.4107142857142857,3,0,1,4,0,0
kosaka000yos,764,2702,2482,206,593,469,79,20,25,208,78,41,150,350,0.23892022562449639,0.28412049088880625,0.31708299758259467,0.6012034884714009,787,40,21,36,13,7
kosaka001mak,1371,5065,4261,574,1069,844,143,63,19,303,279,99,475,599,0.25088007509974186,0.3121893020481209,0.3273879371039662,0.6395772391520871,1395,36,26,267,36,11
koseki000sho,100,198,174,12,26,19,6,0,1,10,0,1,4,46,0.14942528735632185,0.16161616161616163,0.20114942528735633,0.36276558690351796,35,4,2,18,0,0
kostro001fra,37,48,45,3,9,6,2,0,1,6,0,0,2,8,0.2,0.25,0.3111111111111111,0.5611111111111111,14,1,1,0,0,0
kosugi001yot,84,22,21,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,1,0,0
kotani000nob,101,215,198,16,38,31,5,0,2,12,0,1,8,18,0.1919191919191919,0.2186046511627907,0.2474747474747475,0.4660793986375382,49,4,1,8,0,0
kotani000tad,286,97,88,3,3,2,1,0,0,0,0,0,2,59,0.03409090909090909,0.05154639175257732,0.045454545454545456,0.09700093720712277,4,0,0,7,0,0
kotsuj000hid,65,54,51,7,7,5,2,0,0,2,1,0,1,7,0.13725490196078433,0.1509433962264151,0.17647058823529413,0.3274139844617092,9,2,0,1,1,NA
koya--000tos,25,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0.5,0,0.5,0,0,0,0,0,0
koyama000aki,64,56,52,3,6,3,2,0,1,4,0,0,2,24,0.11538461538461539,0.14285714285714285,0.21153846153846154,0.35439560439560436,11,1,0,2,0,0
koyama000kaz,136,248,218,28,48,36,6,0,6,14,1,4,18,52,0.22018348623853212,0.27125506072874495,0.3302752293577982,0.6015302900865431,72,10,1,10,1,1
koyama000koz,5,8,8,0,1,1,0,0,0,1,0,0,0,1,0.125,0.125,0.125,0.25,1,0,0,0,NA,NA
koyama000mas,869,1704,1555,75,244,204,30,1,9,76,1,1,35,372,0.15691318327974277,0.16568742655699178,0.19485530546623794,0.36054273202322973,303,30,3,109,NA,NA
koyama000yuk,55,53,48,0,3,3,0,0,0,1,0,0,0,29,0.0625,0.05660377358490566,0.0625,0.11910377358490566,3,0,0,5,0,0
koyama001shi,166,8,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0
koyama001yos,9,13,12,0,2,1,1,0,0,1,0,0,1,4,0.16666666666666666,0.23076923076923078,0.25,0.4807692307692308,3,0,0,0,0,0
koyano001eii,1394,5258,4765,451,1260,951,228,10,71,566,31,15,287,796,0.2644281217208814,0.3040644171779141,0.36117523609653723,0.6652396532744513,1721,120,39,125,42,10
kozawa000rei,39,39,33,2,5,3,2,0,0,1,0,0,1,14,0.15151515151515152,0.15384615384615385,0.21212121212121213,0.365967365967366,7,0,0,5,0,0
kozlow001ben,26,9,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,0
kozono000kai,381,1501,1406,164,383,292,50,19,22,120,15,10,53,214,0.2724039829302987,0.29691689008042893,0.38193456614509247,0.6788514562255215,537,26,7,26,9,5
kreuge001ric,18,5,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0
kroon-001mar,99,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
krsnic001mic,506,1850,1675,219,444,275,77,2,90,265,13,9,141,274,0.2650746268656716,0.3271638541099619,0.4746268656716418,0.8017907197816037,795,48,16,5,13,14
kubo--000fum,92,19,14,1,3,2,1,0,0,0,0,0,0,6,0.21428571428571427,0.15789473684210525,0.2857142857142857,0.44360902255639095,4,0,0,5,0,0
kubo--000goi,131,259,241,17,37,29,7,1,0,18,13,2,15,24,0.15352697095435686,0.20077220077220076,0.1908713692946058,0.39164357006680656,46,8,0,3,NA,NA
kubo--000sho,709,1390,1266,83,257,200,33,2,22,94,4,7,82,217,0.20300157977883096,0.25378514780100936,0.2843601895734597,0.5381453373744691,360,29,13,26,3,17
kubo--000tos,357,333,303,54,64,51,11,1,1,29,18,10,17,70,0.21122112211221122,0.25301204819277107,0.264026402640264,0.517038450833035,80,3,3,9,1,0
kubo--000yuk,348,359,324,7,39,36,3,0,0,9,0,0,9,112,0.12037037037037036,0.13370473537604458,0.12962962962962962,0.2633343650056742,42,2,0,26,0,0
kubo--001mit,10,5,5,0,1,1,0,0,0,0,0,0,0,3,0.2,0.2,0.2,0.4,1,0,0,0,0,0
kubo--001yas,307,348,303,10,29,26,3,0,0,8,0,0,4,157,0.09570957095709572,0.09770114942528736,0.10561056105610561,0.20331171048139296,32,1,1,40,0,0
kubo--001yuu,427,113,97,3,7,3,4,0,0,2,0,0,1,54,0.07216494845360824,0.07079646017699115,0.1134020618556701,0.18419852203266124,11,1,0,15,0,0
kubo--002yas,276,77,61,4,16,11,4,0,1,3,0,0,4,17,0.26229508196721313,0.2631578947368421,0.3770491803278688,0.6402070750647109,23,2,0,11,1,0
kubode000aki,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA
kubode000yuj,770,2542,2337,265,602,438,102,18,44,239,52,32,133,312,0.25759520753102266,0.29369797859690844,0.37312794180573383,0.6668259204026423,872,56,6,47,19,9
kuboki000kiy,21,38,36,2,6,5,0,1,0,1,3,1,2,4,0.16666666666666666,0.21052631578947367,0.2222222222222222,0.4327485380116959,8,1,0,0,NA,NA
kubota000osa,310,425,391,28,72,50,19,0,3,23,1,0,4,62,0.18414322250639387,0.18009478672985782,0.2557544757033248,0.43584926243318267,100,8,0,27,3,0
kubota001tom,400,52,43,3,4,3,1,0,0,4,0,0,2,25,0.09302325581395349,0.11538461538461539,0.11627906976744186,0.23166368515205726,5,1,0,7,0,0
kuboya000mak,117,159,150,20,29,16,6,1,6,15,2,0,6,42,0.19333333333333333,0.23270440251572327,0.36666666666666664,0.5993710691823899,55,1,2,1,0,NA
kudo--000hir,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,0,0,0
kudo--000kaz,313,370,331,20,52,45,4,1,2,16,0,1,7,116,0.15709969788519637,0.16076294277929154,0.1933534743202417,0.35411641709953323,64,2,0,29,3,0
kudo--000mas,6,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
kudoh-001kim,213,301,272,7,22,19,2,0,1,10,0,0,7,169,0.08088235294117647,0.09666666666666666,0.09926470588235294,0.1959313725490196,27,5,0,21,1,0
kudoh-001tak,635,881,784,121,199,162,28,8,1,49,34,11,39,191,0.2538265306122449,0.2935153583617747,0.3137755102040816,0.6072908685658563,246,2,20,36,2,5
kugita000haj,218,320,284,37,82,63,11,0,8,37,10,9,16,61,0.2887323943661972,0.3343949044585987,0.4119718309859155,0.7463667354445143,117,7,7,7,6,1
kuhaul001fre,25,17,15,1,1,1,0,0,0,0,0,0,1,7,0.06666666666666667,0.11764705882352941,0.06666666666666667,0.1843137254901961,1,0,0,1,0,0
kuji--001ter,1199,3826,3155,336,811,692,86,27,6,153,51,48,405,472,0.25705229793977813,0.3234444736151221,0.3071315372424723,0.6305760108575944,969,51,16,233,17,18
kuki--000ryu,10,10,8,2,2,1,0,0,1,2,0,0,1,3,0.25,0.4,0.625,1.025,5,0,1,0,0,0
kumaba000ken,22,9,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
kumaga001tak,219,102,85,44,17,15,2,0,0,8,23,10,5,21,0.2,0.21782178217821782,0.2235294117647059,0.4413511939429237,19,1,0,11,1,0
kumano000ter,740,1983,1709,240,434,310,67,7,50,195,54,11,219,277,0.253949678174371,0.33536276002029425,0.38911644236395554,0.7244792023842498,665,30,8,35,12,7
kumash000mas,605,560,479,73,108,97,10,1,0,29,16,8,41,129,0.2254697286012526,0.2751798561151079,0.25052192066805845,0.5257017767831664,120,2,4,32,4,0
kunied000tos,508,1896,1650,243,459,366,71,17,5,148,139,54,184,109,0.2781818181818182,0.3407172995780591,0.3509090909090909,0.69162639048715,579,24,3,59,NA,NA
kunima000aki,1378,4520,4025,487,979,711,158,17,93,427,125,52,370,414,0.24322981366459628,0.3038932146829811,0.36024844720496896,0.6641416618879501,1450,72,17,83,25,15
kuniok000kei,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kunisa000yas,1252,4127,3743,356,977,759,146,15,57,347,52,43,315,382,0.2610205717339033,0.321080817916261,0.3537269569863746,0.6748077749026355,1324,93,27,23,19,17
kunito000koj,9,12,9,3,2,1,1,0,0,0,0,0,2,3,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.6666666666666666,3,0,0,1,0,NA
kuniyo000yuk,234,79,72,1,5,4,1,0,0,3,0,0,0,40,0.06944444444444445,0.06329113924050633,0.08333333333333333,0.14662447257383965,6,0,0,7,0,0
kuno--000kat,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
kuo---000chu,21,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
kuo---000lij,162,94,89,3,14,14,0,0,0,5,0,0,1,44,0.15730337078651685,0.1595744680851064,0.15730337078651685,0.31687783887162324,14,2,0,4,0,0
kura--000fum,24,20,16,0,3,2,1,0,0,2,0,0,3,11,0.1875,0.3,0.25,0.55,4,0,0,1,0,0
kura--001yos,718,1767,1564,110,339,265,49,2,23,126,6,3,96,306,0.21675191815856779,0.2694712905059693,0.29475703324808183,0.5642283237540511,461,41,39,60,8,15
kuramo000aki,48,9,6,0,0,0,0,0,0,1,0,0,1,1,0,0.1111111111111111,0,0.1111111111111111,0,0,0,2,0,0
kuramo000tos,667,1984,1870,137,477,404,62,3,8,149,6,7,77,389,0.2550802139037433,0.2846309403437816,0.30427807486631014,0.5889090152100918,569,40,9,22,6,2
kuramo001hid,884,1396,1257,193,297,239,40,7,11,115,50,17,52,255,0.23627684964200477,0.2634989200863931,0.3054892601431981,0.5689881802295912,384,25,17,63,7,0
kurano001shi,15,4,3,0,0,0,0,0,0,1,0,0,1,2,0,0.25,0,0.25,0,0,0,0,0,0
kurash000kes,118,129,121,5,28,25,2,0,1,8,0,0,6,37,0.23140495867768596,0.2734375,0.2727272727272727,0.5461647727272727,33,2,1,0,1,0
kurata000aki,43,29,26,5,4,4,0,0,0,0,1,1,0,6,0.15384615384615385,0.1724137931034483,0.15384615384615385,0.32625994694960214,4,1,1,2,0,0
kurata000kun,27,6,5,1,2,1,1,0,0,0,0,0,0,0,0.4,0.3333333333333333,0.6,0.9333333333333333,3,0,0,1,0,0
kurata000mak,373,202,183,8,20,18,2,0,0,6,0,0,3,72,0.1092896174863388,0.11386138613861387,0.12021857923497267,0.23407996537358655,22,4,0,16,0,0
kurata000shi,128,129,124,2,30,26,2,2,0,9,1,0,4,17,0.24193548387096775,0.265625,0.2903225806451613,0.5559475806451613,36,3,0,0,1,0
kureba000kot,398,1467,1358,110,329,239,61,5,24,121,8,9,67,239,0.2422680412371134,0.2784636488340192,0.3475699558173785,0.6260336046513977,472,45,10,23,9,1
