year,league,team,aveage,RG,game,PA,AB,run,hit,single,double,triple,HR,RBI,steal,CS,BB,SO,AVG,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
1991,Pacific,Seibu Lions,29,4.8,130,4992,4265,624,1131,753,205,18,155,593,104,46,504,722,0.265,0.345,0.431,0.776,1837,77,32,160,31,16
1991,Pacific,Osaka Kintetsu Buffaloes,28,4.55,130,4931,4312,592,1143,775,184,27,157,568,62,32,443,797,0.265,0.335,0.43,0.764,1852,81,26,117,33,30
1991,Pacific,Fukuoka Daiei Hawks,28.5,4.28,130,4970,4325,557,1096,731,192,21,152,537,141,43,489,822,0.253,0.331,0.413,0.744,1786,83,27,99,30,30
1991,Pacific,Orix Blue Wave,28.4,4.26,130,4966,4379,554,1145,784,202,32,127,531,76,37,423,651,0.262,0.327,0.409,0.736,1792,94,25,88,51,18
1991,Pacific,Lotte Orions,26.5,3.72,130,4930,4324,484,1124,813,195,27,89,447,61,34,388,694,0.26,0.324,0.379,0.703,1640,75,36,152,30,19
1991,Pacific,Nippon Ham Fighters,29.1,3.56,130,4852,4242,463,1065,771,164,18,112,448,81,50,448,721,0.251,0.324,0.377,0.702,1601,105,24,112,26,16
1992,Central,Yakult Swallows,27.6,4.57,131,5097,4452,599,1162,776,192,21,173,576,92,29,486,971,0.261,0.337,0.43,0.767,1915,98,39,94,26,35
1992,Central,Hiroshima Toyo Carp,27.5,4.39,130,5130,4437,571,1153,816,201,14,122,545,101,30,494,846,0.26,0.337,0.394,0.731,1748,72,38,130,31,37
1992,Central,Yomiuri Giants,28.7,4.12,130,4925,4360,535,1144,795,195,15,139,513,34,31,405,795,0.262,0.329,0.41,0.739,1786,87,37,107,16,37
1992,Central,Yokohama Taiyo Whales,28.6,3.98,131,4991,4392,521,1095,780,195,23,97,495,87,39,414,864,0.249,0.316,0.37,0.686,1627,87,26,131,28,28
1992,Central,Chunichi Dragons,27.5,3.68,130,4967,4365,479,1098,780,189,21,108,456,48,39,471,903,0.252,0.326,0.379,0.705,1653,93,22,88,21,27
1992,Central,Hanshin Tigers,27.3,3.6,132,5027,4449,475,1114,806,189,33,86,446,43,40,418,903,0.25,0.317,0.366,0.683,1627,101,27,106,27,32
1992,Pacific,Seibu Lions,29.6,5.06,130,5025,4300,658,1196,810,213,14,159,623,116,53,516,781,0.278,0.359,0.445,0.804,1914,93,41,145,23,10
1992,Pacific,Osaka Kintetsu Buffaloes,28.6,4.46,130,4888,4272,580,1057,691,181,30,155,557,112,46,457,903,0.247,0.324,0.413,0.737,1763,81,38,97,24,17
1992,Pacific,Orix Blue Wave,28.4,4.15,130,4982,4384,540,1191,850,220,33,88,507,72,32,398,758,0.272,0.335,0.397,0.732,1741,96,40,118,42,18
1992,Pacific,Fukuoka Daiei Hawks,28.6,4.11,130,4877,4296,534,1109,782,167,21,139,519,115,32,433,786,0.258,0.327,0.404,0.731,1735,100,24,93,31,17
1992,Pacific,Nippon Ham Fighters,29.7,3.82,130,4940,4307,497,1115,826,170,20,99,472,66,37,416,830,0.259,0.326,0.377,0.703,1622,83,27,164,26,18
1992,Pacific,Chiba Lotte Marines,28.1,3.54,130,4869,4247,460,1023,712,193,29,89,442,67,27,420,742,0.241,0.312,0.363,0.675,1541,67,36,128,38,19
1993,Central,Yakult Swallows,28.1,4.71,132,5151,4512,622,1186,843,185,18,140,593,71,28,477,904,0.263,0.335,0.405,0.74,1827,102,32,90,40,34
1993,Central,Chunichi Dragons,27.9,4.08,132,5072,4418,538,1133,796,168,11,158,512,29,31,493,970,0.257,0.334,0.407,0.741,1797,106,36,102,23,31
1993,Central,Hiroshima Toyo Carp,26.9,4.05,131,4964,4407,530,1115,772,177,11,155,508,59,29,405,913,0.253,0.32,0.404,0.724,1779,85,41,87,24,19
1993,Central,Yokohama Bay Stars,26.7,3.67,130,4895,4292,477,1068,767,187,27,87,461,69,55,437,874,0.249,0.323,0.366,0.689,1570,89,40,107,19,30
1993,Central,Hanshin Tigers,27.6,3.62,132,4973,4368,478,1105,821,176,22,86,448,44,37,438,940,0.253,0.322,0.362,0.684,1583,93,18,122,27,27
1993,Central,Yomiuri Giants,28.5,3.4,131,4845,4262,446,1014,738,160,11,105,423,39,34,431,885,0.238,0.311,0.355,0.666,1511,99,33,92,27,13
1993,Pacific,Osaka Kintetsu Buffaloes,28.7,4.32,130,4883,4338,562,1118,763,181,29,145,530,124,59,391,908,0.258,0.321,0.413,0.735,1792,79,30,94,30,9
1993,Pacific,Nippon Ham Fighters,29.7,4.29,130,4941,4315,558,1117,791,202,18,106,527,130,75,483,861,0.259,0.336,0.388,0.723,1673,82,31,83,29,20
1993,Pacific,Orix Blue Wave,29.4,3.97,130,4980,4343,516,1100,767,192,16,125,493,83,41,489,856,0.253,0.33,0.391,0.721,1699,108,24,93,31,17
1993,Pacific,Seibu Lions,29.6,3.94,130,4964,4276,512,1111,787,184,26,114,481,90,46,487,797,0.26,0.338,0.395,0.733,1689,99,31,142,28,11
1993,Pacific,Chiba Lotte Marines,28.8,3.75,130,4861,4296,487,1078,735,219,29,95,465,75,38,403,786,0.251,0.317,0.382,0.699,1640,80,29,99,34,14
1993,Pacific,Fukuoka Daiei Hawks,28.2,3.34,130,4884,4349,434,1071,773,190,33,75,414,95,46,426,842,0.246,0.315,0.357,0.672,1552,100,23,63,23,15
1994,Central,Hiroshima Toyo Carp,27.6,4.5,130,5092,4493,585,1242,922,172,22,126,561,98,38,432,858,0.276,0.34,0.409,0.748,1836,105,14,120,33,36
1994,Central,Yokohama Bay Stars,26.5,4.18,130,5003,4368,543,1141,793,222,19,107,526,36,24,472,886,0.261,0.337,0.394,0.731,1722,124,39,96,28,14
1994,Central,Chunichi Dragons,28.4,4.12,130,4956,4311,535,1113,816,173,16,108,513,65,31,484,800,0.258,0.335,0.381,0.716,1642,117,29,100,32,35
1994,Central,Yomiuri Giants,30.2,3.97,130,4907,4320,516,1116,820,158,16,122,497,29,20,423,758,0.258,0.326,0.387,0.713,1672,105,28,106,30,20
1994,Central,Hanshin Tigers,28.4,3.87,130,5061,4408,503,1127,851,158,26,92,478,36,38,469,870,0.256,0.328,0.366,0.694,1613,101,25,121,38,32
1994,Central,Yakult Swallows,28.4,3.74,130,4961,4420,486,1105,784,173,18,130,458,78,33,398,818,0.25,0.316,0.386,0.702,1704,118,46,66,31,25
1994,Pacific,Osaka Kintetsu Buffaloes,28.2,5.39,130,5044,4434,701,1213,779,246,19,169,681,75,35,445,976,0.274,0.342,0.452,0.794,2004,81,34,89,42,14
1994,Pacific,Seibu Lions,29.7,5.13,130,5032,4377,667,1221,859,217,23,122,621,140,50,488,829,0.279,0.352,0.423,0.774,1850,94,23,105,39,21
1994,Pacific,Fukuoka Daiei Hawks,28.9,4.65,130,5089,4465,604,1228,854,221,21,132,576,67,36,518,846,0.275,0.352,0.423,0.775,1887,99,33,39,34,28
1994,Pacific,Orix Blue Wave,28.3,4.62,130,5105,4453,601,1268,932,224,20,92,568,61,35,449,804,0.285,0.353,0.406,0.759,1808,85,39,125,39,18
1994,Pacific,Chiba Lotte Marines,28.9,4.01,130,4865,4378,521,1143,783,227,29,104,503,54,37,345,759,0.261,0.317,0.397,0.714,1740,73,27,80,35,12
1994,Pacific,Nippon Ham Fighters,30.6,3.73,130,4942,4327,485,1089,813,156,19,101,459,80,67,484,823,0.252,0.329,0.367,0.696,1586,109,28,76,27,5
1995,Central,Hiroshima Toyo Carp,27.9,4.85,131,5102,4418,635,1162,783,191,22,166,603,145,54,503,946,0.263,0.342,0.429,0.771,1895,74,44,99,38,37
1995,Central,Yakult Swallows,28.3,4.62,130,4875,4259,601,1110,758,187,18,147,577,102,43,465,777,0.261,0.337,0.417,0.754,1774,111,41,81,29,46
1995,Central,Yokohama Bay Stars,27,4.32,130,4988,4331,562,1130,788,208,20,114,532,60,29,473,867,0.261,0.339,0.397,0.736,1720,94,51,106,27,20
1995,Central,Yomiuri Giants,30.1,4.02,131,4948,4282,527,1081,759,174,9,139,509,64,35,491,879,0.253,0.333,0.395,0.728,1690,116,40,110,25,25
1995,Central,Chunichi Dragons,28.5,3.83,130,4870,4350,498,1090,780,165,9,136,475,50,38,397,855,0.251,0.316,0.386,0.702,1681,107,27,79,17,31
1995,Central,Hanshin Tigers,28.3,3.47,130,4856,4276,451,1043,749,179,27,88,430,43,40,422,882,0.244,0.314,0.36,0.674,1540,104,33,90,35,17
1995,Pacific,Orix Blue Wave,28.1,4.39,130,5017,4310,571,1118,789,192,22,115,539,82,34,483,859,0.259,0.339,0.394,0.733,1699,85,52,139,33,35
1995,Pacific,Seibu Lions,28.8,3.83,130,4904,4329,498,1066,759,172,18,117,471,113,52,426,841,0.246,0.318,0.375,0.693,1625,92,39,88,22,17
1995,Pacific,Fukuoka Daiei Hawks,28.9,3.78,130,4930,4380,492,1133,829,183,27,94,469,105,61,411,847,0.259,0.325,0.377,0.702,1652,111,33,76,30,21
1995,Pacific,Chiba Lotte Marines,29.2,3.7,130,4891,4260,481,1084,812,161,23,88,458,84,54,435,850,0.255,0.326,0.365,0.691,1555,89,28,138,30,14
1995,Pacific,Nippon Ham Fighters,28.7,3.67,130,4868,4287,477,1016,746,150,15,105,456,68,47,430,931,0.237,0.309,0.353,0.662,1511,78,31,92,28,24
1995,Pacific,Osaka Kintetsu Buffaloes,27.6,3.52,130,4844,4290,457,1006,716,163,22,105,428,65,32,419,942,0.235,0.304,0.356,0.661,1528,74,24,83,28,15
1996,Central,Hiroshima Carp,28.1,5.15,130,5139,4500,670,1264,884,200,18,162,642,116,31,446,809,0.281,0.35,0.441,0.791,1986,87,46,116,31,28
1996,Central,Chunichi Dragons,28.9,4.93,130,5056,4446,641,1234,852,192,11,179,616,36,29,459,837,0.278,0.347,0.447,0.794,1985,113,29,97,25,25
1996,Central,Yokohama Bay Stars,27.5,4.39,130,5081,4392,571,1188,875,199,29,85,544,85,53,477,871,0.271,0.344,0.387,0.731,1700,95,38,133,41,29
1996,Central,Yomiuri Giants,28.8,4.33,130,4987,4353,563,1100,744,197,12,147,538,69,31,432,894,0.253,0.325,0.405,0.729,1762,104,46,126,30,20
1996,Central,Yakult Swallows,29.4,4.12,130,4961,4376,536,1155,858,174,20,103,520,67,36,421,861,0.264,0.333,0.384,0.717,1678,140,49,87,28,25
1996,Central,Hanshin Tigers,27.8,3.71,130,4968,4392,482,1078,801,168,20,89,454,45,40,433,918,0.245,0.314,0.354,0.668,1553,84,23,85,35,28
1996,Pacific,Orix Blue Wave,29,4.67,130,5155,4484,607,1215,896,177,18,124,580,63,21,461,851,0.271,0.342,0.401,0.744,1800,90,43,134,33,32
1996,Pacific,Osaka Kintetsu Buffaloes,28.9,4.27,130,4952,4319,555,1103,763,177,17,146,533,76,41,458,891,0.255,0.329,0.406,0.735,1752,87,35,105,35,20
1996,Pacific,Fukuoka Daiei Hawks,28,4.24,130,4933,4346,551,1143,822,196,28,97,516,140,63,426,778,0.263,0.331,0.388,0.718,1686,88,34,83,44,10
1996,Pacific,Nippon Ham Fighters,27.8,4.05,130,4968,4310,527,1073,742,175,26,130,502,69,34,461,917,0.249,0.325,0.392,0.717,1690,83,40,126,31,22
1996,Pacific,Seibu Lions,27.4,3.98,130,4908,4348,517,1120,769,191,19,141,494,149,46,377,782,0.258,0.319,0.408,0.727,1772,82,29,124,30,10
1996,Pacific,Chiba Lotte Marines,29.8,3.51,130,4916,4301,456,1086,790,191,20,85,437,71,32,421,823,0.253,0.32,0.366,0.686,1572,89,20,148,26,19
1997,Central,Yakult Swallows,29.5,4.91,137,5390,4742,672,1309,911,230,30,138,639,123,50,433,844,0.276,0.342,0.425,0.767,2013,106,64,113,38,37
1997,Central,Hiroshima Toyo Carp,28.2,4.82,135,5263,4594,651,1189,820,184,21,164,608,117,32,508,840,0.259,0.336,0.415,0.751,1907,97,41,92,28,37
1997,Central,Yokohama Bay Stars,27.6,4.24,135,5236,4506,572,1231,873,225,28,105,546,87,54,511,831,0.273,0.35,0.406,0.756,1827,97,45,132,42,40
1997,Central,Yomiuri Giants,28,4.07,135,5118,4458,550,1119,778,181,10,150,532,37,27,462,927,0.251,0.326,0.397,0.723,1770,100,50,109,39,31
1997,Central,Chunichi Dragons,28.2,3.75,136,5127,4482,510,1088,767,182,24,115,495,55,30,486,891,0.243,0.321,0.371,0.692,1663,109,40,93,26,27
1997,Central,Hanshin Tigers,28.3,3.71,136,5128,4546,504,1110,790,188,29,103,475,38,27,418,1000,0.244,0.313,0.366,0.679,1665,95,43,102,19,22
1997,Pacific,Seibu Lions,27.5,4.86,135,5284,4595,656,1293,909,231,43,110,610,200,56,474,772,0.281,0.352,0.422,0.774,1940,84,46,137,32,34
1997,Pacific,Osaka Kintetsu Buffaloes,28.7,4.47,135,5249,4572,603,1252,892,223,25,112,580,112,53,458,804,0.274,0.342,0.407,0.749,1861,85,37,141,41,24
1997,Pacific,Fukuoka Daiei Hawks,27.2,4.35,135,5178,4543,587,1201,860,188,21,132,564,94,55,471,771,0.264,0.336,0.402,0.738,1827,103,39,84,41,20
1997,Pacific,Orix Blue Wave,28.3,4.31,135,5258,4521,582,1191,851,208,21,111,548,70,24,523,848,0.263,0.343,0.392,0.735,1774,92,45,130,39,29
1997,Pacific,Nippon Ham Fighters,28.2,4.24,135,5214,4574,572,1213,848,221,16,128,539,63,34,484,872,0.265,0.339,0.405,0.744,1850,120,49,68,39,14
1997,Pacific,Chiba Lotte Marines,27.4,3.45,135,5048,4458,466,1111,836,171,29,75,429,117,46,428,844,0.249,0.316,0.351,0.667,1565,106,27,94,41,21
1998,Central,Yokohama Bay Stars,28.7,4.72,136,5319,4706,642,1304,936,245,23,100,607,63,35,474,899,0.277,0.345,0.403,0.747,1895,114,31,68,40,26
1998,Central,Yomiuri Giants,28.3,4.68,135,5193,4520,632,1206,861,181,16,148,605,54,33,488,885,0.267,0.342,0.412,0.754,1863,99,50,87,48,22
1998,Central,Hiroshima Carp,28.6,4.28,135,5249,4630,578,1226,871,206,18,131,547,86,46,462,843,0.265,0.334,0.402,0.736,1861,72,34,91,32,20
1998,Central,Yakult Swallows,29.2,3.65,135,5060,4504,493,1141,848,179,17,97,475,56,39,364,817,0.253,0.314,0.365,0.679,1645,97,48,118,26,18
1998,Central,Chunichi Dragons,28.4,3.59,136,5156,4417,488,1095,802,171,22,100,469,91,41,534,841,0.248,0.333,0.365,0.698,1610,95,46,129,30,33
1998,Central,Hanshin Tigers,28.8,3.33,135,5030,4469,450,1080,781,197,16,86,422,28,27,381,933,0.242,0.305,0.351,0.656,1567,100,38,122,20,14
1998,Pacific,Nippon Ham Fighters,28,4.7,135,5210,4456,635,1136,792,175,19,150,599,91,34,577,888,0.255,0.343,0.404,0.746,1799,118,36,107,34,26
1998,Pacific,Osaka Kintetsu Buffaloes,28.1,4.39,135,5188,4495,593,1198,820,224,28,126,564,80,34,466,721,0.267,0.339,0.413,0.752,1856,99,45,149,33,25
1998,Pacific,Orix Blue Wave,28.4,4.34,135,5234,4561,586,1204,821,225,18,140,561,42,29,487,819,0.264,0.339,0.413,0.753,1885,117,48,109,29,29
1998,Pacific,Seibu Lions,27.7,4.34,135,5237,4505,586,1217,889,185,28,115,543,145,73,510,678,0.27,0.346,0.4,0.746,1803,104,39,135,48,25
1998,Pacific,Chiba Lotte Marines,28.8,4.3,135,5228,4572,581,1240,862,241,35,102,556,80,34,470,767,0.271,0.34,0.406,0.747,1857,103,30,117,39,28
1998,Pacific,Fukuoka Daiei Hawks,27.9,4.04,135,5080,4425,546,1167,836,209,22,100,507,89,47,449,786,0.264,0.336,0.389,0.725,1720,96,50,119,37,20
1999,Central,Yokohama Bay Stars,29.3,5.27,135,5345,4788,711,1408,1002,246,20,140,688,74,29,423,860,0.294,0.354,0.442,0.795,2114,107,40,57,37,25
1999,Central,Yomiuri Giants,28,4.58,135,5177,4551,618,1205,834,180,9,182,595,51,29,449,921,0.265,0.334,0.428,0.763,1949,83,43,101,33,21
1999,Central,Chunichi Dragons,28.9,4.43,135,5099,4446,598,1168,813,210,25,120,578,78,38,470,850,0.263,0.335,0.402,0.737,1788,85,31,115,37,31
1999,Central,Hiroshima Toyo Carp,27.8,4.34,135,5147,4542,586,1180,809,200,19,152,561,76,33,439,835,0.26,0.329,0.413,0.742,1874,91,41,103,22,21
1999,Central,Yakult Swallows,29.2,4.33,135,5158,4552,584,1203,840,207,15,141,563,80,25,396,841,0.264,0.327,0.409,0.736,1863,83,42,139,29,32
1999,Central,Hanshin Tigers,28.6,3.63,135,5055,4504,490,1167,852,194,24,97,459,63,53,387,889,0.259,0.322,0.377,0.7,1700,127,40,108,16,23
1999,Pacific,Orix Blue Wave,28.6,4.59,135,5285,4574,620,1205,873,205,15,112,597,69,26,523,846,0.263,0.343,0.388,0.731,1776,92,44,114,30,34
1999,Pacific,Nippon Ham Fighters,27.8,4.55,135,5171,4559,614,1184,787,223,26,148,587,67,38,457,942,0.26,0.332,0.417,0.749,1903,100,48,81,26,16
1999,Pacific,Osaka Kintetsu Buffaloes,27.6,4.41,135,5161,4497,595,1157,767,224,15,151,573,73,35,459,762,0.257,0.33,0.415,0.744,1864,113,39,138,28,19
1999,Pacific,Fukuoka Daiei Hawks,27.5,4.17,135,5192,4511,563,1161,796,199,26,140,542,80,47,480,912,0.257,0.334,0.406,0.74,1832,87,50,127,24,27
1999,Pacific,Chiba Lotte Marines,28.3,4.01,135,5118,4467,541,1147,778,238,34,97,515,64,47,448,812,0.257,0.328,0.39,0.718,1744,96,35,144,24,22
1999,Pacific,Seibu Lions,27.8,3.96,135,5162,4438,535,1144,861,170,24,89,510,136,48,520,736,0.258,0.337,0.367,0.704,1629,97,32,130,42,17
2000,Central,Yomiuri Giants,28.4,5.1,135,5163,4552,689,1199,781,208,7,203,659,50,46,438,971,0.263,0.331,0.446,0.777,2030,70,41,96,36,24
2000,Central,Hiroshima Toyo Carp,27.9,4.35,136,5130,4600,591,1178,835,182,11,150,562,114,50,362,960,0.256,0.314,0.398,0.712,1832,79,40,98,30,21
2000,Central,Yakult Swallows,29.2,4.27,136,5208,4612,581,1217,840,216,24,137,551,71,29,404,910,0.264,0.327,0.41,0.737,1892,81,36,133,23,37
2000,Central,Yokohama Bay Stars,28.9,4.24,136,5294,4751,576,1316,981,213,19,103,557,65,29,420,914,0.277,0.338,0.395,0.733,1876,117,34,61,28,35
2000,Central,Chunichi Dragons,29.2,4.03,135,5119,4515,544,1201,850,220,20,111,521,57,47,412,848,0.266,0.33,0.397,0.728,1794,107,37,125,30,30
2000,Central,Hanshin Tigers,29.1,3.48,136,5081,4534,473,1107,822,147,24,114,447,53,47,380,970,0.244,0.306,0.363,0.669,1644,98,36,107,24,32
2000,Pacific,Nippon Ham Fighters,28.5,5.71,135,5354,4627,771,1285,852,225,31,177,735,107,40,553,815,0.278,0.357,0.455,0.812,2103,91,40,94,40,20
2000,Pacific,Orix Blue Wave,29,4.73,135,5256,4517,638,1176,830,212,18,116,610,72,30,559,844,0.26,0.343,0.392,0.735,1772,86,31,108,41,26
2000,Pacific,Fukuoka Daiei Hawks,28.6,4.67,135,5204,4525,630,1212,839,217,27,129,610,57,36,493,849,0.268,0.343,0.413,0.756,1870,97,42,106,38,14
2000,Pacific,Chiba Lotte Marines,29.1,4.61,135,5250,4528,622,1175,822,220,24,109,587,88,26,544,791,0.26,0.341,0.391,0.732,1770,98,33,110,35,20
2000,Pacific,Seibu Lions,28.8,4.55,135,5247,4504,614,1148,811,214,26,97,584,85,48,539,824,0.255,0.337,0.379,0.715,1705,97,38,124,42,22
2000,Pacific,Osaka Kintetsu Buffaloes,27.3,4.53,135,5175,4496,612,1176,817,200,34,125,583,68,45,481,782,0.262,0.336,0.405,0.741,1819,90,43,122,33,21
2001,Central,Yomiuri Giants,28.5,4.91,140,5400,4706,688,1274,867,201,10,196,663,64,31,508,986,0.271,0.346,0.443,0.789,2083,108,51,102,33,29
2001,Central,Yakult Swallows,29,4.61,140,5421,4747,645,1300,927,215,10,148,605,63,26,427,889,0.274,0.339,0.417,0.756,1979,91,59,157,31,44
2001,Central,Hiroshima Carp,28.9,4.42,140,5390,4664,619,1254,884,197,18,155,594,99,52,510,893,0.269,0.344,0.419,0.762,1952,105,42,137,37,40
2001,Central,Yokohama Bay Stars,29.1,4,140,5355,4645,560,1240,927,203,16,94,538,80,45,492,906,0.267,0.34,0.378,0.718,1757,103,35,151,32,32
2001,Central,Chunichi Dragons,29.3,3.45,140,5230,4609,483,1167,855,200,14,98,464,53,44,421,882,0.253,0.319,0.367,0.685,1689,107,33,143,24,28
2001,Central,Hanshin Tigers,28.4,3.34,140,5228,4603,467,1118,846,164,18,90,446,78,38,427,981,0.243,0.311,0.345,0.656,1588,99,45,121,32,28
2001,Pacific,Osaka Kintetsu Buffaloes,28.5,5.5,140,5566,4765,770,1332,870,235,16,211,748,35,20,587,885,0.28,0.363,0.468,0.832,2232,136,57,126,31,20
2001,Pacific,Fukuoka Daiei Hawks,28.5,5.29,140,5467,4861,741,1329,886,222,18,203,719,98,32,469,887,0.273,0.341,0.452,0.793,2196,88,42,66,29,16
2001,Pacific,Orix Blue Wave,28.9,4.65,140,5461,4768,651,1252,859,229,21,143,619,60,29,502,913,0.263,0.336,0.409,0.745,1952,99,41,116,34,14
2001,Pacific,Seibu Lions,28.6,4.43,140,5405,4645,620,1189,782,202,21,184,594,111,42,560,865,0.256,0.34,0.427,0.767,1985,104,48,121,31,23
2001,Pacific,Nippon Ham Fighters,28.6,4.24,140,5394,4774,593,1221,844,209,21,147,570,95,54,450,937,0.256,0.323,0.401,0.724,1913,74,38,105,27,22
2001,Pacific,Chiba Lotte Marines,29.6,4.24,140,5396,4610,593,1190,797,237,23,133,569,55,33,573,863,0.258,0.342,0.406,0.748,1872,126,36,137,40,11
2002,Central,Yomiuri Giants,28.5,4.94,140,5421,4826,691,1313,903,207,17,186,660,69,39,406,933,0.272,0.334,0.438,0.772,2112,95,57,107,25,44
2002,Central,Yakult Swallows,29.1,3.96,140,5321,4826,554,1271,909,208,12,142,534,36,23,316,1041,0.263,0.313,0.4,0.713,1929,79,44,115,20,33
2002,Central,Chunichi Dragons,28.9,3.9,140,5323,4781,546,1230,851,238,16,125,519,54,38,361,1021,0.257,0.314,0.392,0.707,1875,84,48,110,23,25
2002,Central,Hiroshima Carp,29.4,3.88,140,5250,4725,543,1222,872,185,11,154,516,59,36,342,922,0.259,0.313,0.4,0.714,1891,98,45,115,23,22
2002,Central,Hanshin Tigers,28.4,3.76,140,5305,4753,527,1203,843,222,16,122,492,73,25,340,1080,0.253,0.309,0.384,0.693,1823,87,58,127,27,25
2002,Central,Yokohama Bay Stars,29.5,3.37,140,5175,4685,472,1124,821,196,10,97,444,65,37,308,1120,0.24,0.291,0.348,0.64,1631,66,44,110,28,27
2002,Pacific,Seibu Lions,28.9,4.8,140,5379,4737,672,1315,873,237,22,183,644,107,57,420,931,0.278,0.342,0.453,0.795,2145,64,57,138,27,49
2002,Pacific,Fukuoka Daiei Hawks,29.2,4.5,140,5262,4708,630,1258,853,227,18,160,606,72,50,359,847,0.267,0.325,0.425,0.75,2001,101,62,102,31,16
2002,Pacific,Osaka Kintetsu Buffaloes,28.6,4.27,140,5331,4735,598,1223,777,249,20,177,579,32,20,389,930,0.258,0.321,0.432,0.752,2043,94,56,131,20,32
2002,Pacific,Nippon Ham Fighters,29,3.61,140,5207,4653,506,1149,766,213,24,146,486,72,34,353,1037,0.247,0.305,0.397,0.702,1848,77,46,123,32,34
2002,Pacific,Chiba Lotte Marines,29.2,3.57,140,5188,4602,500,1135,764,250,20,101,478,57,23,386,957,0.247,0.311,0.376,0.686,1728,89,57,113,30,14
2002,Pacific,Orix Blue Wave,28.7,3.13,140,5189,4615,438,1083,767,201,13,102,416,86,34,361,1058,0.235,0.297,0.35,0.648,1616,83,58,138,17,20
2003,Central,Hanshin Tigers,30.3,5.2,140,5458,4830,728,1384,969,242,32,141,695,115,31,417,972,0.287,0.348,0.438,0.785,2113,91,54,123,34,32
2003,Central,Yakult Swallows,30.7,4.88,140,5397,4840,683,1369,956,236,18,159,649,54,31,336,907,0.283,0.335,0.438,0.773,2118,99,64,119,38,30
2003,Central,Yomiuri Giants,29.1,4.67,140,5297,4764,654,1246,841,182,18,205,624,71,30,354,965,0.262,0.319,0.436,0.756,2079,93,63,88,28,27
2003,Central,Chunichi Dragons,29.9,4.4,140,5342,4733,616,1267,901,205,24,137,586,57,40,410,1012,0.268,0.33,0.408,0.738,1931,81,48,117,34,18
2003,Central,Yokohama Bay Stars,28.7,4.02,140,5174,4708,563,1215,826,192,5,192,541,68,61,314,1110,0.258,0.311,0.423,0.735,1993,88,58,78,16,20
2003,Central,Hiroshima Carp,29.4,3.99,140,5252,4701,558,1219,854,200,12,153,539,80,33,343,1035,0.259,0.316,0.405,0.721,1902,92,60,126,22,33
2003,Pacific,Fukuoka Daiei Hawks,28.5,5.87,140,5649,4926,822,1461,998,276,33,154,794,147,51,516,824,0.297,0.369,0.46,0.828,2265,127,74,85,48,22
2003,Pacific,Osaka Kintetsu Buffaloes,29.6,5.13,140,5478,4748,718,1302,845,247,23,187,695,83,32,547,861,0.274,0.351,0.454,0.805,2156,107,38,104,41,24
2003,Pacific,Seibu Lions,27.9,4.94,140,5409,4770,692,1295,828,247,29,191,656,84,48,464,892,0.272,0.339,0.456,0.794,2173,86,35,112,28,32
2003,Pacific,Nippon Ham Fighters,29,4.82,140,5480,4875,675,1310,896,245,20,149,645,90,42,451,1148,0.269,0.338,0.419,0.756,2042,111,66,67,21,24
2003,Pacific,Orix Blue Wave,28.7,4.66,140,5417,4837,652,1333,884,257,18,174,622,74,55,424,948,0.276,0.338,0.444,0.782,2148,124,48,75,33,12
2003,Pacific,Chiba Lotte Marines,29.2,4.65,140,5398,4761,651,1292,834,283,30,145,628,68,41,443,919,0.271,0.337,0.435,0.772,2070,113,49,105,40,15
2004,Central,Yomiuri Giants,30.5,5.35,138,5395,4845,738,1332,848,219,6,259,719,25,22,425,1083,0.275,0.339,0.483,0.822,2340,103,55,51,19,13
2004,Central,Hiroshima Carp,29.4,4.8,138,5380,4840,662,1335,908,219,21,187,635,50,33,370,995,0.276,0.334,0.446,0.78,2157,92,68,77,25,19
2004,Central,Yokohama Bay Stars,28.9,4.64,138,5273,4749,640,1324,918,193,19,194,619,46,46,377,1107,0.279,0.335,0.45,0.785,2137,103,35,93,19,20
2004,Central,Hanshin Tigers,30,4.62,138,5384,4794,637,1307,934,210,21,142,607,96,25,439,1037,0.273,0.338,0.414,0.752,1985,100,50,67,34,17
2004,Central,Chunichi Dragons,30.2,4.51,138,5334,4738,623,1299,972,201,15,111,589,95,36,417,956,0.274,0.337,0.393,0.73,1863,104,45,101,33,16
2004,Central,Yakult Swallows,30.5,4.48,138,5257,4770,618,1314,938,181,14,181,599,42,19,330,1068,0.276,0.329,0.433,0.762,2066,106,62,74,21,10
2004,Pacific,Nippon Ham Fighters,29.3,5.91,133,5764,5095,786,1427,944,265,25,193,756,48,32,497,1077,0.28,0.352,0.456,0.807,2321,110,86,52,34,23
2004,Pacific,Fukuoka Daiei Hawks,28.5,5.59,133,5407,4709,743,1369,909,248,28,184,710,85,40,495,816,0.291,0.366,0.473,0.839,2225,124,90,74,39,20
2004,Pacific,Seibu Lions,26.9,5.4,133,5270,4604,718,1271,843,220,25,183,691,97,34,483,938,0.276,0.35,0.454,0.804,2090,87,59,88,36,31
2004,Pacific,Chiba Lotte Marines,30.1,4.88,133,5262,4605,649,1218,768,278,29,143,626,49,34,497,895,0.265,0.339,0.431,0.77,1983,91,42,82,36,17
